,Date Range,Product Name,SKU,Category,Quantity,Start Date,Quantity Change %,4 Week Average Quantity,4 Week Avg % Change,UPC,Price Change %,modifiedUPC,Dollar Change
73983,3/7/2024 to 3/13/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,541.0,2024-03-07,,541.0,,1480000034,,0001480000034,
73984,3/14/2024 to 3/20/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,1076.0,2024-03-14,0.9889094269870611,808.5,49.44547134935304,1480000034,0.0,0001480000034,0.0
73985,3/21/2024 to 3/27/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,634.0,2024-03-21,-0.41078066914498146,750.3333333333334,-7.194392908678616,1480000034,0.0,0001480000034,0.0
73986,3/28/2024 to 4/3/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,405.0,2024-03-28,-0.361198738170347,664.0,-11.505997334517993,1480000034,0.0,0001480000034,0.0
73987,4/4/2024 to 4/10/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,585.0,2024-04-04,0.4444444444444444,675.0,1.6566265060240948,1480000034,0.0,0001480000034,0.0
73988,4/11/2024 to 4/17/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,598.0,2024-04-11,0.022222222222222143,555.5,-17.7037037037037,1480000034,0.0,0001480000034,0.0
73989,4/18/2024 to 4/24/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,1005.0,2024-04-18,0.6806020066889633,648.25,16.696669666966702,1480000034,0.0,0001480000034,0.0
73990,4/25/2024 to 5/1/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,664.0,2024-04-25,-0.33930348258706466,713.0,9.988430389510228,1480000034,0.0,0001480000034,0.0
73991,5/2/2024 to 5/8/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,529.0,2024-05-02,-0.20331325301204817,699.0,-1.963534361851338,1480000034,0.0,0001480000034,0.0
73992,5/9/2024 to 5/15/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,561.0,2024-05-09,0.06049149338374282,689.75,-1.3233190271816908,1480000034,0.0,0001480000034,0.0
73993,5/16/2024 to 5/22/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,650.0,2024-05-16,0.15864527629233516,601.0,-12.866980790141358,1480000034,0.0,0001480000034,0.0
74295,3/7/2024 to 3/13/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,31.0,2024-03-07,,31.0,,1480031656,,0001480031656,
74296,3/14/2024 to 3/20/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,42.0,2024-03-14,0.35483870967741926,36.5,17.741935483870975,1480031656,0.0,0001480031656,0.0
74297,3/21/2024 to 3/27/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,31.0,2024-03-21,-0.26190476190476186,34.666666666666664,-5.022831050228316,1480031656,0.0,0001480031656,0.0
74298,3/28/2024 to 4/3/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,14.0,2024-03-28,-0.5483870967741935,29.5,-14.903846153846146,1480031656,0.0,0001480031656,0.0
74299,4/4/2024 to 4/10/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,30.0,2024-04-04,1.1428571428571428,29.25,-0.8474576271186418,1480031656,0.0,0001480031656,0.0
74300,4/11/2024 to 4/17/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,26.0,2024-04-11,-0.1333333333333333,25.25,-13.675213675213671,1480031656,0.0,0001480031656,0.0
74301,4/18/2024 to 4/24/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,42.0,2024-04-18,0.6153846153846154,28.0,10.8910891089109,1480031656,0.0,0001480031656,0.0
74302,4/25/2024 to 5/1/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,29.0,2024-04-25,-0.30952380952380953,31.75,13.392857142857139,1480031656,0.0,0001480031656,0.0
74303,5/2/2024 to 5/8/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,24.0,2024-05-02,-0.1724137931034483,30.25,-4.7244094488189,1480031656,0.0,0001480031656,0.0
74304,5/9/2024 to 5/15/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,19.0,2024-05-09,-0.20833333333333337,28.5,-5.785123966942152,1480031656,0.0,0001480031656,0.0
74305,5/16/2024 to 5/22/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,20.0,2024-05-16,0.05263157894736836,23.0,-19.298245614035093,1480031656,0.0,0001480031656,0.0
74373,3/7/2024 to 3/13/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,116.0,2024-03-07,,116.0,,1480032100,,0001480032100,
74374,3/14/2024 to 3/20/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,142.0,2024-03-14,0.22413793103448265,129.0,11.206896551724132,1480032100,0.0,0001480032100,0.0
74375,3/21/2024 to 3/27/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,104.0,2024-03-21,-0.2676056338028169,120.66666666666667,-6.459948320413433,1480032100,0.0,0001480032100,0.0
74376,3/28/2024 to 4/3/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,72.0,2024-03-28,-0.3076923076923077,108.5,-10.082872928176801,1480032100,0.0,0001480032100,0.0
74377,4/4/2024 to 4/10/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,124.0,2024-04-04,0.7222222222222223,110.5,1.8433179723502224,1480032100,0.0,0001480032100,0.0
74378,4/11/2024 to 4/17/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,108.0,2024-04-11,-0.12903225806451613,102.0,-7.692307692307687,1480032100,0.0,0001480032100,0.0
74379,4/18/2024 to 4/24/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,111.0,2024-04-18,0.02777777777777768,103.75,1.7156862745097978,1480032100,0.0,0001480032100,0.0
74380,4/25/2024 to 5/1/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,85.0,2024-04-25,-0.23423423423423428,107.0,3.1325301204819356,1480032100,0.0,0001480032100,0.0
74381,5/2/2024 to 5/8/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,83.0,2024-05-02,-0.02352941176470591,96.75,-9.579439252336453,1480032100,0.0,0001480032100,0.0
74382,5/9/2024 to 5/15/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,101.0,2024-05-09,0.2168674698795181,95.0,-1.8087855297157618,1480032100,0.0,0001480032100,0.0
74383,5/16/2024 to 5/22/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,92.0,2024-05-16,-0.08910891089108908,90.25,-5.000000000000004,1480032100,0.0,0001480032100,0.0
110357,3/7/2024 to 3/13/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,73.0,2024-03-07,,73.0,,2296100104,,0002296100104,
110358,3/14/2024 to 3/20/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,37.0,2024-03-14,-0.4931506849315068,55.0,-24.65753424657534,2296100104,0.0,0002296100104,0.0
110359,3/21/2024 to 3/27/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,37.0,2024-03-21,0.0,49.0,-10.909090909090914,2296100104,0.0,0002296100104,0.0
110360,3/28/2024 to 4/3/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,31.0,2024-03-28,-0.16216216216216217,44.5,-9.183673469387754,2296100104,0.0,0002296100104,0.0
110361,4/4/2024 to 4/10/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,94.0,2024-04-04,2.032258064516129,49.75,11.79775280898876,2296100104,0.0,0002296100104,0.0
110362,4/11/2024 to 4/17/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,49.0,2024-04-11,-0.4787234042553191,52.75,6.030150753768848,2296100104,0.0,0002296100104,0.0
110363,4/18/2024 to 4/24/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,54.0,2024-04-18,0.1020408163265305,57.0,8.056872037914697,2296100104,0.0,0002296100104,0.0
110364,4/25/2024 to 5/1/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,31.0,2024-04-25,-0.42592592592592593,57.0,0.0,2296100104,0.0,0002296100104,0.0
110365,5/2/2024 to 5/8/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,65.0,2024-05-02,1.096774193548387,49.75,-12.71929824561403,2296100104,0.0,0002296100104,0.0
110366,5/9/2024 to 5/15/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,66.0,2024-05-09,0.01538461538461533,54.0,8.5427135678392,2296100104,0.0,0002296100104,0.0
110367,5/16/2024 to 5/22/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,47.0,2024-05-16,-0.28787878787878785,52.25,-3.240740740740744,2296100104,8.595988538681954,0002296100104,0.2999999999999998
153010,3/7/2024 to 3/13/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,29.0,2024-03-07,,29.0,,3120003466,,0003120003466,
153011,3/14/2024 to 3/20/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,38.0,2024-03-14,0.31034482758620685,33.5,15.517241379310342,3120003466,0.0,0003120003466,0.0
153012,3/21/2024 to 3/27/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,36.0,2024-03-21,-0.052631578947368474,34.333333333333336,2.487562189054726,3120003466,0.0,0003120003466,0.0
153013,3/28/2024 to 4/3/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,25.0,2024-03-28,-0.3055555555555556,32.0,-6.796116504854377,3120003466,0.0,0003120003466,0.0
153014,4/4/2024 to 4/10/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,38.0,2024-04-04,0.52,34.25,7.03125,3120003466,0.0,0003120003466,0.0
153015,4/11/2024 to 4/17/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,49.0,2024-04-11,0.2894736842105263,37.0,8.029197080291972,3120003466,0.0,0003120003466,0.0
153016,4/18/2024 to 4/24/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,34.0,2024-04-18,-0.30612244897959184,36.5,-1.3513513513513487,3120003466,0.0,0003120003466,0.0
153017,4/25/2024 to 5/1/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,36.0,2024-04-25,0.05882352941176472,39.25,7.534246575342474,3120003466,0.0,0003120003466,0.0
153018,5/2/2024 to 5/8/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,24.0,2024-05-02,-0.33333333333333337,35.75,-8.917197452229297,3120003466,0.0,0003120003466,0.0
153019,5/9/2024 to 5/15/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,37.0,2024-05-09,0.5416666666666667,32.75,-8.391608391608397,3120003466,0.0,0003120003466,0.0
153020,5/16/2024 to 5/22/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,42.0,2024-05-16,0.1351351351351351,34.75,6.106870229007644,3120003466,2.6315789473684292,0003120003466,0.11000000000000032
153023,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,42.0,2024-03-07,,42.0,,3120003469,,0003120003469,
153024,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,64.0,2024-03-14,0.5238095238095237,53.0,26.190476190476186,3120003469,0.0,0003120003469,0.0
153025,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,48.0,2024-03-21,-0.25,51.333333333333336,-3.1446540880503138,3120003469,0.0,0003120003469,0.0
153026,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,35.0,2024-03-28,-0.27083333333333337,47.25,-7.954545454545459,3120003469,0.0,0003120003469,0.0
153027,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,71.0,2024-04-04,1.0285714285714285,54.5,15.343915343915349,3120003469,0.0,0003120003469,0.0
153028,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,41.0,2024-04-11,-0.4225352112676056,48.75,-10.550458715596333,3120003469,0.0,0003120003469,0.0
153029,4/18/2024 to 4/24/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,43.0,2024-04-18,0.04878048780487809,47.5,-2.564102564102566,3120003469,0.0,0003120003469,0.0
153030,4/25/2024 to 5/1/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,29.0,2024-04-25,-0.32558139534883723,46.0,-3.157894736842104,3120003469,0.0,0003120003469,0.0
153031,5/2/2024 to 5/8/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,37.0,2024-05-02,0.27586206896551735,37.5,-18.478260869565222,3120003469,0.0,0003120003469,0.0
153032,5/9/2024 to 5/15/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,49.0,2024-05-09,0.32432432432432434,39.5,5.333333333333323,3120003469,0.0,0003120003469,0.0
153033,5/16/2024 to 5/22/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,71.0,2024-05-16,0.44897959183673475,46.5,17.721518987341778,3120003469,0.0,0003120003469,0.0
153049,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,372.0,2024-03-07,,372.0,,3120020007,,0003120020007,
153050,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,414.0,2024-03-14,0.11290322580645151,393.0,5.645161290322576,3120020007,0.0,0003120020007,0.0
153051,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,401.0,2024-03-21,-0.03140096618357491,395.6666666666667,0.6785411365564098,3120020007,0.0,0003120020007,0.0
153052,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,294.0,2024-03-28,-0.2668329177057357,370.25,-6.423757371524852,3120020007,0.0,0003120020007,0.0
153053,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,580.0,2024-04-04,0.9727891156462585,422.25,14.044564483457123,3120020007,0.0,0003120020007,0.0
153054,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,561.0,2024-04-11,-0.03275862068965518,459.0,8.703374777975137,3120020007,0.0,0003120020007,0.0
153055,4/18/2024 to 4/24/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,307.0,2024-04-18,-0.45276292335115864,435.5,-5.119825708060999,3120020007,0.0,0003120020007,0.0
153056,4/25/2024 to 5/1/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,261.0,2024-04-25,-0.14983713355048855,427.25,-1.894374282433986,3120020007,0.0,0003120020007,0.0
153057,5/2/2024 to 5/8/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,466.0,2024-05-02,0.7854406130268199,398.75,-6.670567583382092,3120020007,0.0,0003120020007,0.0
153058,5/9/2024 to 5/15/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,483.0,2024-05-09,0.03648068669527893,379.25,-4.890282131661438,3120020007,0.0,0003120020007,0.0
153059,5/16/2024 to 5/22/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,374.0,2024-05-16,-0.2256728778467909,396.0,4.416611733684905,3120020007,9.295774647887335,0003120020007,0.33000000000000007
153062,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,94.0,2024-03-07,,94.0,,3120020031,,0003120020031,
153063,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,84.0,2024-03-14,-0.1063829787234043,89.0,-5.319148936170215,3120020031,0.0,0003120020031,0.0
153064,3/21/2024 to 3/27/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,89.0,2024-03-21,0.059523809523809534,89.0,0.0,3120020031,0.0,0003120020031,0.0
153065,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,67.0,2024-03-28,-0.2471910112359551,83.5,-6.17977528089888,3120020031,0.0,0003120020031,0.0
153066,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,131.0,2024-04-04,0.955223880597015,92.75,11.077844311377238,3120020031,0.0,0003120020031,0.0
153067,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,104.0,2024-04-11,-0.20610687022900764,97.75,5.39083557951483,3120020031,0.0,0003120020031,0.0
153068,4/18/2024 to 4/24/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,82.0,2024-04-18,-0.21153846153846156,96.0,-1.7902813299232712,3120020031,0.0,0003120020031,0.0
153069,4/25/2024 to 5/1/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,78.0,2024-04-25,-0.04878048780487809,98.75,2.864583333333326,3120020031,0.0,0003120020031,0.0
153070,5/2/2024 to 5/8/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,138.0,2024-05-02,0.7692307692307692,100.5,1.7721518987341867,3120020031,0.0,0003120020031,0.0
153071,5/9/2024 to 5/15/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,133.0,2024-05-09,-0.036231884057971064,107.75,7.213930348258701,3120020031,0.0,0003120020031,0.0
153072,5/16/2024 to 5/22/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,117.0,2024-05-16,-0.12030075187969924,116.5,8.120649651972167,3120020031,9.295774647887335,0003120020031,0.33000000000000007
153101,3/7/2024 to 3/13/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,55.0,2024-03-07,,55.0,,3120020157,,0003120020157,
153102,3/14/2024 to 3/20/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,83.0,2024-03-14,0.509090909090909,69.0,25.454545454545464,3120020157,0.0,0003120020157,0.0
153103,3/21/2024 to 3/27/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,64.0,2024-03-21,-0.22891566265060237,67.33333333333333,-2.4154589371980784,3120020157,0.0,0003120020157,0.0
153104,3/28/2024 to 4/3/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,55.0,2024-03-28,-0.140625,64.25,-4.579207920792072,3120020157,0.0,0003120020157,0.0
153105,4/4/2024 to 4/10/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,102.0,2024-04-04,0.8545454545454545,76.0,18.287937743190664,3120020157,0.0,0003120020157,0.0
153106,4/11/2024 to 4/17/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,78.0,2024-04-11,-0.23529411764705888,74.75,-1.6447368421052655,3120020157,0.0,0003120020157,0.0
153107,4/18/2024 to 4/24/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,56.0,2024-04-18,-0.28205128205128205,72.75,-2.6755852842809347,3120020157,0.0,0003120020157,0.0
153108,4/25/2024 to 5/1/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,74.0,2024-04-25,0.3214285714285714,77.5,6.529209621993126,3120020157,0.0,0003120020157,0.0
153109,5/2/2024 to 5/8/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,101.0,2024-05-02,0.3648648648648649,77.25,-0.3225806451612856,3120020157,0.0,0003120020157,0.0
153110,5/9/2024 to 5/15/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,115.0,2024-05-09,0.13861386138613851,86.5,11.97411003236246,3120020157,0.0,0003120020157,0.0
153111,5/16/2024 to 5/22/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,92.0,2024-05-16,-0.19999999999999996,95.5,10.404624277456653,3120020157,9.295774647887335,0003120020157,0.33000000000000007
153153,3/7/2024 to 3/13/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,98.0,2024-03-07,,98.0,,3120022007,,0003120022007,
153154,3/14/2024 to 3/20/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,96.0,2024-03-14,-0.020408163265306145,97.0,-1.0204081632653073,3120022007,0.0,0003120022007,0.0
